,Company,Industry,ProductName,ProductCategory,ProductIsImplemented
680,KappaKids,Children's Book Subscription,Freshdesk,Help Desk and Customer Support,True
681,KappaKids,Children's Book Subscription,Google Data Studio,Business Intelligence and Analytics,True
682,KappaKids,Children's Book Subscription,Jira Service Management,Help Desk and Customer Support,True
683,KappaKids,Children's Book Subscription,QlikView,Business Intelligence and Analytics,True
684,KappaKids,Children's Book Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
685,KappaKids,Children's Book Subscription,Tableau,Business Intelligence and Analytics,True
686,KappaKids,Children's Book Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
687,KappaKnitting,Knitting Subscription,Alteryx,Business Intelligence and Analytics,True
688,KappaKnitting,Knitting Subscription,Google Data Studio,Business Intelligence and Analytics,True
689,KappaKnitting,Knitting Subscription,Jira Service Management,Help Desk and Customer Support,True
690,KappaKnitting,Knitting Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
691,KappaKnitting,Knitting Subscription,ServiceNow,Help Desk and Customer Support,True
692,KappaKnitting,Knitting Subscription,Tableau,Business Intelligence and Analytics,True
693,KappaKnitting,Knitting Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
694,KidKonnect,Educational Toys,Alteryx,Business Intelligence and Analytics,True
695,KidKonnect,Educational Toys,Google Data Studio,Business Intelligence and Analytics,True
696,KidKonnect,Educational Toys,Jira Service Management,Help Desk and Customer Support,True
697,KidKonnect,Educational Toys,QlikView,Business Intelligence and Analytics,True
698,KidKonnect,Educational Toys,Salesforce Service Cloud,Help Desk and Customer Support,True
699,KidKonnect,Educational Toys,Tableau,Business Intelligence and Analytics,True
700,KidKonnect,Educational Toys,Tibco Spotfire,Business Intelligence and Analytics,True
701,Knowledge Navigators,Tutoring Services,Alteryx,Business Intelligence and Analytics,True
702,Knowledge Navigators,Tutoring Services,Freshdesk,Help Desk and Customer Support,True
703,Knowledge Navigators,Tutoring Services,Google Data Studio,Business Intelligence and Analytics,True
704,Knowledge Navigators,Tutoring Services,Jira Service Management,Help Desk and Customer Support,True
705,Knowledge Navigators,Tutoring Services,QlikView,Business Intelligence and Analytics,True
706,Knowledge Navigators,Tutoring Services,Salesforce Service Cloud,Help Desk and Customer Support,True
707,Knowledge Navigators,Tutoring Services,Tableau,Business Intelligence and Analytics,True
708,Knowledge Navigators,Tutoring Services,Tibco Spotfire,Business Intelligence and Analytics,True
709,Knowledgeable Knits,Yarn Store,Alteryx,Business Intelligence and Analytics,True
710,Knowledgeable Knits,Yarn Store,Google Data Studio,Business Intelligence and Analytics,True
711,Knowledgeable Knits,Yarn Store,Jira Service Management,Help Desk and Customer Support,True
712,Knowledgeable Knits,Yarn Store,Power BI,Business Intelligence and Analytics,True
713,Knowledgeable Knits,Yarn Store,QlikView,Business Intelligence and Analytics,True
714,Knowledgeable Knits,Yarn Store,Salesforce Service Cloud,Help Desk and Customer Support,True
715,Knowledgeable Knits,Yarn Store,Tableau,Business Intelligence and Analytics,True
716,Knowledgeable Knits,Yarn Store,Tibco Spotfire,Business Intelligence and Analytics,True
717,LambdaLanguages,Language Learning Subscription,Alteryx,Business Intelligence and Analytics,True
718,LambdaLanguages,Language Learning Subscription,Google Data Studio,Business Intelligence and Analytics,True
719,LambdaLanguages,Language Learning Subscription,Jira Service Management,Help Desk and Customer Support,True
720,LambdaLanguages,Language Learning Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
721,LambdaLanguages,Language Learning Subscription,ServiceNow,Help Desk and Customer Support,True
722,LambdaLanguages,Language Learning Subscription,Tableau,Business Intelligence and Analytics,True
723,LambdaLanguages,Language Learning Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
724,LambdaLiterature,Literary Magazine Subscription,Alteryx,Business Intelligence and Analytics,True
725,LambdaLiterature,Literary Magazine Subscription,Google Data Studio,Business Intelligence and Analytics,True
726,LambdaLiterature,Literary Magazine Subscription,Jira Service Management,Help Desk and Customer Support,True
727,LambdaLiterature,Literary Magazine Subscription,Power BI,Business Intelligence and Analytics,True
728,LambdaLiterature,Literary Magazine Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
729,LambdaLiterature,Literary Magazine Subscription,Tableau,Business Intelligence and Analytics,True
730,LambdaLiterature,Literary Magazine Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
731,LuxeLashes,False Eyelashes,Alteryx,Business Intelligence and Analytics,True
732,LuxeLashes,False Eyelashes,Google Data Studio,Business Intelligence and Analytics,True
733,LuxeLashes,False Eyelashes,Jira Service Management,Help Desk and Customer Support,True
734,LuxeLashes,False Eyelashes,Salesforce Service Cloud,Help Desk and Customer Support,True
735,LuxeLashes,False Eyelashes,ServiceNow,Help Desk and Customer Support,True
736,LuxeLashes,False Eyelashes,Tableau,Business Intelligence and Analytics,True
737,LuxeLashes,False Eyelashes,Tibco Spotfire,Business Intelligence and Analytics,True
738,LuxeLuggage,Luggage Retailer,Alteryx,Business Intelligence and Analytics,True
739,LuxeLuggage,Luggage Retailer,Google Data Studio,Business Intelligence and Analytics,True
740,LuxeLuggage,Luggage Retailer,Jira Service Management,Help Desk and Customer Support,True
741,LuxeLuggage,Luggage Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
742,LuxeLuggage,Luggage Retailer,ServiceNow,Help Desk and Customer Support,True
743,LuxeLuggage,Luggage Retailer,Tableau,Business Intelligence and Analytics,True
744,LuxeLuggage,Luggage Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
745,Luxurious Luggage,Luggage Store,Alteryx,Business Intelligence and Analytics,True
746,Luxurious Luggage,Luggage Store,Google Data Studio,Business Intelligence and Analytics,True
747,Luxurious Luggage,Luggage Store,Jira Service Management,Help Desk and Customer Support,True
748,Luxurious Luggage,Luggage Store,Salesforce Service Cloud,Help Desk and Customer Support,True
749,Luxurious Luggage,Luggage Store,ServiceNow,Help Desk and Customer Support,True
750,Luxurious Luggage,Luggage Store,Tableau,Business Intelligence and Analytics,True
751,Luxurious Luggage,Luggage Store,Tibco Spotfire,Business Intelligence and Analytics,True
752,Luxury Living,Real Estate,Alteryx,Business Intelligence and Analytics,True
753,Luxury Living,Real Estate,Google Data Studio,Business Intelligence and Analytics,True
754,Luxury Living,Real Estate,Jira Service Management,Help Desk and Customer Support,True
755,Luxury Living,Real Estate,Power BI,Business Intelligence and Analytics,True
756,Luxury Living,Real Estate,QlikView,Business Intelligence and Analytics,True
757,Luxury Living,Real Estate,Salesforce Service Cloud,Help Desk and Customer Support,True
758,Luxury Living,Real Estate,ServiceNow,Help Desk and Customer Support,True
759,Luxury Living,Real Estate,Tableau,Business Intelligence and Analytics,True
760,Luxury Living,Real Estate,Tibco Spotfire,Business Intelligence and Analytics,True
761,Marvelous Maps,Map Store,Alteryx,Business Intelligence and Analytics,True
762,Marvelous Maps,Map Store,Google Data Studio,Business Intelligence and Analytics,True
763,Marvelous Maps,Map Store,Jira Service Management,Help Desk and Customer Support,True
764,Marvelous Maps,Map Store,Power BI,Business Intelligence and Analytics,True
765,Marvelous Maps,Map Store,QlikView,Business Intelligence and Analytics,True
766,Marvelous Maps,Map Store,Salesforce Service Cloud,Help Desk and Customer Support,True
767,Marvelous Maps,Map Store,Tableau,Business Intelligence and Analytics,True
768,Marvelous Maps,Map Store,Tibco Spotfire,Business Intelligence and Analytics,True
769,MegaMovies,Streaming Service,Alteryx,Business Intelligence and Analytics,True
770,MegaMovies,Streaming Service,Google Data Studio,Business Intelligence and Analytics,True
771,MegaMovies,Streaming Service,Jira Service Management,Help Desk and Customer Support,True
772,MegaMovies,Streaming Service,Power BI,Business Intelligence and Analytics,True
773,MegaMovies,Streaming Service,Salesforce Service Cloud,Help Desk and Customer Support,True
774,MegaMovies,Streaming Service,ServiceNow,Help Desk and Customer Support,True
775,MegaMovies,Streaming Service,Tableau,Business Intelligence and Analytics,True
776,MegaMovies,Streaming Service,Tibco Spotfire,Business Intelligence and Analytics,True
777,Mindful Meditation,Mental Health Services,Alteryx,Business Intelligence and Analytics,True
778,Mindful Meditation,Mental Health Services,Freshdesk,Help Desk and Customer Support,True
779,Mindful Meditation,Mental Health Services,Google Data Studio,Business Intelligence and Analytics,True
780,Mindful Meditation,Mental Health Services,Jira Service Management,Help Desk and Customer Support,True
781,Mindful Meditation,Mental Health Services,QlikView,Business Intelligence and Analytics,True
782,Mindful Meditation,Mental Health Services,Salesforce Service Cloud,Help Desk and Customer Support,True
783,Mindful Meditation,Mental Health Services,Tableau,Business Intelligence and Analytics,True
784,Mindful Meditation,Mental Health Services,Tibco Spotfire,Business Intelligence and Analytics,True
785,MindMeld,Team Collaboration Software,Alteryx,Business Intelligence and Analytics,True
786,MindMeld,Team Collaboration Software,Google Data Studio,Business Intelligence and Analytics,True
787,MindMeld,Team Collaboration Software,Jira Service Management,Help Desk and Customer Support,True
788,MindMeld,Team Collaboration Software,Power BI,Business Intelligence and Analytics,True
789,MindMeld,Team Collaboration Software,QlikView,Business Intelligence and Analytics,True
790,MindMeld,Team Collaboration Software,Salesforce Service Cloud,Help Desk and Customer Support,True
791,MindMeld,Team Collaboration Software,ServiceNow,Help Desk and Customer Support,True
792,MindMeld,Team Collaboration Software,Tableau,Business Intelligence and Analytics,True
793,MindMeld,Team Collaboration Software,Tibco Spotfire,Business Intelligence and Analytics,True
794,MindMeld Therapy,Mental Health Services,Alteryx,Business Intelligence and Analytics,True
795,MindMeld Therapy,Mental Health Services,Google Data Studio,Business Intelligence and Analytics,True
796,MindMeld Therapy,Mental Health Services,Jira Service Management,Help Desk and Customer Support,True
797,MindMeld Therapy,Mental Health Services,Power BI,Business Intelligence and Analytics,True
798,MindMeld Therapy,Mental Health Services,QlikView,Business Intelligence and Analytics,True
799,MindMeld Therapy,Mental Health Services,Salesforce Service Cloud,Help Desk and Customer Support,True
800,MindMeld Therapy,Mental Health Services,ServiceNow,Help Desk and Customer Support,True
801,MindMeld Therapy,Mental Health Services,Tableau,Business Intelligence and Analytics,True
802,MindMeld Therapy,Mental Health Services,Tibco Spotfire,Business Intelligence and Analytics,True
803,Motivational Mentors,Life Coaching,Alteryx,Business Intelligence and Analytics,True
804,Motivational Mentors,Life Coaching,Freshdesk,Help Desk and Customer Support,True
805,Motivational Mentors,Life Coaching,Google Data Studio,Business Intelligence and Analytics,True
806,Motivational Mentors,Life Coaching,HappyFox,Help Desk and Customer Support,True
807,Motivational Mentors,Life Coaching,Jira Service Management,Help Desk and Customer Support,True
808,Motivational Mentors,Life Coaching,QlikView,Business Intelligence and Analytics,True
809,Motivational Mentors,Life Coaching,Salesforce Service Cloud,Help Desk and Customer Support,True
810,Motivational Mentors,Life Coaching,Tableau,Business Intelligence and Analytics,True
811,Motivational Mentors,Life Coaching,Tibco Spotfire,Business Intelligence and Analytics,True
812,MuMusic,Music Streaming Subscription,Alteryx,Business Intelligence and Analytics,True
813,MuMusic,Music Streaming Subscription,Google Data Studio,Business Intelligence and Analytics,True
814,MuMusic,Music Streaming Subscription,Jira Service Management,Help Desk and Customer Support,True
815,MuMusic,Music Streaming Subscription,Power BI,Business Intelligence and Analytics,True
816,MuMusic,Music Streaming Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
817,MuMusic,Music Streaming Subscription,Tableau,Business Intelligence and Analytics,True
818,MuMusic,Music Streaming Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
819,MuMystery,Mystery Box Subscription,Alteryx,Business Intelligence and Analytics,True
820,MuMystery,Mystery Box Subscription,Google Data Studio,Business Intelligence and Analytics,True
821,MuMystery,Mystery Box Subscription,Jira Service Management,Help Desk and Customer Support,True
822,MuMystery,Mystery Box Subscription,Power BI,Business Intelligence and Analytics,True
823,MuMystery,Mystery Box Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
824,MuMystery,Mystery Box Subscription,ServiceNow,Help Desk and Customer Support,True
825,MuMystery,Mystery Box Subscription,Tableau,Business Intelligence and Analytics,True
826,MuMystery,Mystery Box Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
827,MuseMusic,Music Streaming Service,Alteryx,Business Intelligence and Analytics,True
828,MuseMusic,Music Streaming Service,Google Data Studio,Business Intelligence and Analytics,True
829,MuseMusic,Music Streaming Service,Jira Service Management,Help Desk and Customer Support,True
830,MuseMusic,Music Streaming Service,Power BI,Business Intelligence and Analytics,True
831,MuseMusic,Music Streaming Service,Salesforce Service Cloud,Help Desk and Customer Support,True
832,MuseMusic,Music Streaming Service,Tableau,Business Intelligence and Analytics,True
833,MuseMusic,Music Streaming Service,Tibco Spotfire,Business Intelligence and Analytics,True
834,MysticMoods,Candles and Aromatherapy,Alteryx,Business Intelligence and Analytics,True
835,MysticMoods,Candles and Aromatherapy,Google Data Studio,Business Intelligence and Analytics,True
836,MysticMoods,Candles and Aromatherapy,Jira Service Management,Help Desk and Customer Support,True
837,MysticMoods,Candles and Aromatherapy,Salesforce Service Cloud,Help Desk and Customer Support,True
838,MysticMoods,Candles and Aromatherapy,ServiceNow,Help Desk and Customer Support,True
839,MysticMoods,Candles and Aromatherapy,Tableau,Business Intelligence and Analytics,True
840,MysticMoods,Candles and Aromatherapy,Tibco Spotfire,Business Intelligence and Analytics,True
841,NanoNails,Nail Polish Subscription,Alteryx,Business Intelligence and Analytics,True
842,NanoNails,Nail Polish Subscription,Google Data Studio,Business Intelligence and Analytics,True
843,NanoNails,Nail Polish Subscription,Jira Service Management,Help Desk and Customer Support,True
844,NanoNails,Nail Polish Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
845,NanoNails,Nail Polish Subscription,ServiceNow,Help Desk and Customer Support,True
846,NanoNails,Nail Polish Subscription,Tableau,Business Intelligence and Analytics,True
847,NanoNails,Nail Polish Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
848,Natural Necessities,Organic Groceries,Alteryx,Business Intelligence and Analytics,True
849,Natural Necessities,Organic Groceries,Google Data Studio,Business Intelligence and Analytics,True
850,Natural Necessities,Organic Groceries,Jira Service Management,Help Desk and Customer Support,True
851,Natural Necessities,Organic Groceries,Power BI,Business Intelligence and Analytics,True
852,Natural Necessities,Organic Groceries,QlikView,Business Intelligence and Analytics,True
853,Natural Necessities,Organic Groceries,Salesforce Service Cloud,Help Desk and Customer Support,True
854,Natural Necessities,Organic Groceries,Tableau,Business Intelligence and Analytics,True
855,Natural Necessities,Organic Groceries,Tibco Spotfire,Business Intelligence and Analytics,True
856,NatureNook,Plant Subscription Box,Alteryx,Business Intelligence and Analytics,True
857,NatureNook,Plant Subscription Box,Google Data Studio,Business Intelligence and Analytics,True
858,NatureNook,Plant Subscription Box,Jira Service Management,Help Desk and Customer Support,True
859,NatureNook,Plant Subscription Box,Salesforce Service Cloud,Help Desk and Customer Support,True
860,NatureNook,Plant Subscription Box,ServiceNow,Help Desk and Customer Support,True
861,NatureNook,Plant Subscription Box,Tableau,Business Intelligence and Analytics,True
862,NatureNook,Plant Subscription Box,Tibco Spotfire,Business Intelligence and Analytics,True
863,Novel Notions,Idea Lab,Alteryx,Business Intelligence and Analytics,True
864,Novel Notions,Idea Lab,Google Data Studio,Business Intelligence and Analytics,True
865,Novel Notions,Idea Lab,Jira Service Management,Help Desk and Customer Support,True
866,Novel Notions,Idea Lab,Power BI,Business Intelligence and Analytics,True
867,Novel Notions,Idea Lab,QlikView,Business Intelligence and Analytics,True
868,Novel Notions,Idea Lab,Salesforce Service Cloud,Help Desk and Customer Support,True
869,Novel Notions,Idea Lab,ServiceNow,Help Desk and Customer Support,True
870,Novel Notions,Idea Lab,Tableau,Business Intelligence and Analytics,True
871,Novel Notions,Idea Lab,Tibco Spotfire,Business Intelligence and Analytics,True
872,NovelNotions,Innovative Products Retailer,Alteryx,Business Intelligence and Analytics,True
873,NovelNotions,Innovative Products Retailer,Google Data Studio,Business Intelligence and Analytics,True
874,NovelNotions,Innovative Products Retailer,Jira Service Management,Help Desk and Customer Support,True
875,NovelNotions,Innovative Products Retailer,Power BI,Business Intelligence and Analytics,True
876,NovelNotions,Innovative Products Retailer,QlikView,Business Intelligence and Analytics,True
877,NovelNotions,Innovative Products Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
878,NovelNotions,Innovative Products Retailer,ServiceNow,Help Desk and Customer Support,True
879,NovelNotions,Innovative Products Retailer,Tableau,Business Intelligence and Analytics,True
880,NovelNotions,Innovative Products Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
881,NuNotebooks,Notebook Subscription,Alteryx,Business Intelligence and Analytics,True
882,NuNotebooks,Notebook Subscription,Google Data Studio,Business Intelligence and Analytics,True
883,NuNotebooks,Notebook Subscription,Jira Service Management,Help Desk and Customer Support,True
884,NuNotebooks,Notebook Subscription,Power BI,Business Intelligence and Analytics,True
885,NuNotebooks,Notebook Subscription,QlikView,Business Intelligence and Analytics,True
886,NuNotebooks,Notebook Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
887,NuNotebooks,Notebook Subscription,ServiceNow,Help Desk and Customer Support,True
888,NuNotebooks,Notebook Subscription,Tableau,Business Intelligence and Analytics,True
889,NuNotebooks,Notebook Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
890,NuNutrition,Health Supplement Subscription,Alteryx,Business Intelligence and Analytics,True
891,NuNutrition,Health Supplement Subscription,Google Data Studio,Business Intelligence and Analytics,True
892,NuNutrition,Health Supplement Subscription,Jira Service Management,Help Desk and Customer Support,True
893,NuNutrition,Health Supplement Subscription,Power BI,Business Intelligence and Analytics,True
894,NuNutrition,Health Supplement Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
895,NuNutrition,Health Supplement Subscription,Tableau,Business Intelligence and Analytics,True
896,NuNutrition,Health Supplement Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
897,OmegaOutdoors,Outdoor Gear Subscription,Alteryx,Business Intelligence and Analytics,True
898,OmegaOutdoors,Outdoor Gear Subscription,Freshdesk,Help Desk and Customer Support,True
899,OmegaOutdoors,Outdoor Gear Subscription,Google Data Studio,Business Intelligence and Analytics,True
900,OmegaOutdoors,Outdoor Gear Subscription,HappyFox,Help Desk and Customer Support,True
901,OmegaOutdoors,Outdoor Gear Subscription,Jira Service Management,Help Desk and Customer Support,True
902,OmegaOutdoors,Outdoor Gear Subscription,QlikView,Business Intelligence and Analytics,True
903,OmegaOutdoors,Outdoor Gear Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
904,OmegaOutdoors,Outdoor Gear Subscription,Tableau,Business Intelligence and Analytics,True
905,OmegaOutdoors,Outdoor Gear Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
906,OmegaOuterwear,Outerwear Subscription,Alteryx,Business Intelligence and Analytics,True
907,OmegaOuterwear,Outerwear Subscription,Google Data Studio,Business Intelligence and Analytics,True
908,OmegaOuterwear,Outerwear Subscription,Jira Service Management,Help Desk and Customer Support,True
909,OmegaOuterwear,Outerwear Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
910,OmegaOuterwear,Outerwear Subscription,ServiceNow,Help Desk and Customer Support,True
911,OmegaOuterwear,Outerwear Subscription,Tableau,Business Intelligence and Analytics,True
912,OmegaOuterwear,Outerwear Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
913,OmicronOrganics,Organic Produce Subscription,Alteryx,Business Intelligence and Analytics,True
914,OmicronOrganics,Organic Produce Subscription,Google Data Studio,Business Intelligence and Analytics,True
915,OmicronOrganics,Organic Produce Subscription,Jira Service Management,Help Desk and Customer Support,True
916,OmicronOrganics,Organic Produce Subscription,Power BI,Business Intelligence and Analytics,True
917,OmicronOrganics,Organic Produce Subscription,QlikView,Business Intelligence and Analytics,True
918,OmicronOrganics,Organic Produce Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
919,OmicronOrganics,Organic Produce Subscription,Tableau,Business Intelligence and Analytics,True
920,OmicronOrganics,Organic Produce Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
921,Optimal Organics,Organic Farming,Alteryx,Business Intelligence and Analytics,True
922,Optimal Organics,Organic Farming,Google Data Studio,Business Intelligence and Analytics,True
923,Optimal Organics,Organic Farming,Jira Service Management,Help Desk and Customer Support,True
924,Optimal Organics,Organic Farming,Power BI,Business Intelligence and Analytics,True
925,Optimal Organics,Organic Farming,QlikView,Business Intelligence and Analytics,True
926,Optimal Organics,Organic Farming,Salesforce Service Cloud,Help Desk and Customer Support,True
927,Optimal Organics,Organic Farming,Tableau,Business Intelligence and Analytics,True
928,Optimal Organics,Organic Farming,Tibco Spotfire,Business Intelligence and Analytics,True
929,Optimal Outcomes,Management Consulting,Alteryx,Business Intelligence and Analytics,True
930,Optimal Outcomes,Management Consulting,Google Data Studio,Business Intelligence and Analytics,True
931,Optimal Outcomes,Management Consulting,Jira Service Management,Help Desk and Customer Support,True
932,Optimal Outcomes,Management Consulting,Power BI,Business Intelligence and Analytics,True
933,Optimal Outcomes,Management Consulting,QlikView,Business Intelligence and Analytics,True
934,Optimal Outcomes,Management Consulting,Salesforce Service Cloud,Help Desk and Customer Support,True
935,Optimal Outcomes,Management Consulting,ServiceNow,Help Desk and Customer Support,True
936,Optimal Outcomes,Management Consulting,Tableau,Business Intelligence and Analytics,True
937,Optimal Outcomes,Management Consulting,Tibco Spotfire,Business Intelligence and Analytics,True
938,OptimisticOutdoors,Outdoor Gear Retailer,Alteryx,Business Intelligence and Analytics,True
939,OptimisticOutdoors,Outdoor Gear Retailer,Google Data Studio,Business Intelligence and Analytics,True
940,OptimisticOutdoors,Outdoor Gear Retailer,Jira Service Management,Help Desk and Customer Support,True
941,OptimisticOutdoors,Outdoor Gear Retailer,Power BI,Business Intelligence and Analytics,True
942,OptimisticOutdoors,Outdoor Gear Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
943,OptimisticOutdoors,Outdoor Gear Retailer,Tableau,Business Intelligence and Analytics,True
944,OptimisticOutdoors,Outdoor Gear Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
945,OptimumOptics,Eyewear,Alteryx,Business Intelligence and Analytics,True
946,OptimumOptics,Eyewear,Google Data Studio,Business Intelligence and Analytics,True
947,OptimumOptics,Eyewear,Jira Service Management,Help Desk and Customer Support,True
948,OptimumOptics,Eyewear,Salesforce Service Cloud,Help Desk and Customer Support,True
949,OptimumOptics,Eyewear,ServiceNow,Help Desk and Customer Support,True
950,OptimumOptics,Eyewear,Tableau,Business Intelligence and Analytics,True
951,OptimumOptics,Eyewear,Tibco Spotfire,Business Intelligence and Analytics,True
952,Pet Palace,Pet Supplies,Alteryx,Business Intelligence and Analytics,True
953,Pet Palace,Pet Supplies,Freshdesk,Help Desk and Customer Support,True
954,Pet Palace,Pet Supplies,Google Data Studio,Business Intelligence and Analytics,True
955,Pet Palace,Pet Supplies,HappyFox,Help Desk and Customer Support,True
956,Pet Palace,Pet Supplies,Jira Service Management,Help Desk and Customer Support,True
957,Pet Palace,Pet Supplies,QlikView,Business Intelligence and Analytics,True
958,Pet Palace,Pet Supplies,Salesforce Service Cloud,Help Desk and Customer Support,True
959,Pet Palace,Pet Supplies,Tableau,Business Intelligence and Analytics,True
960,Pet Palace,Pet Supplies,Tibco Spotfire,Business Intelligence and Analytics,True
961,PetPalace,Pet Supplies,Alteryx,Business Intelligence and Analytics,True
962,PetPalace,Pet Supplies,Freshdesk,Help Desk and Customer Support,True
963,PetPalace,Pet Supplies,Google Data Studio,Business Intelligence and Analytics,True
964,PetPalace,Pet Supplies,HappyFox,Help Desk and Customer Support,True
965,PetPalace,Pet Supplies,Intercom,Help Desk and Customer Support,True
966,PetPalace,Pet Supplies,Jira Service Management,Help Desk and Customer Support,True
967,PetPalace,Pet Supplies,Looker,Business Intelligence and Analytics,True
968,PetPalace,Pet Supplies,Power BI,Business Intelligence and Analytics,True
969,PetPalace,Pet Supplies,QlikView,Business Intelligence and Analytics,True
970,PetPalace,Pet Supplies,Salesforce Service Cloud,Help Desk and Customer Support,True
971,PetPalace,Pet Supplies,SAP Analytics Cloud,Business Intelligence and Analytics,True
972,PetPalace,Pet Supplies,ServiceNow,Help Desk and Customer Support,True
973,PetPalace,Pet Supplies,Sisense,Business Intelligence and Analytics,True
974,PetPalace,Pet Supplies,Tableau,Business Intelligence and Analytics,True
975,PetPalace,Pet Supplies,Tibco Spotfire,Business Intelligence and Analytics,True
976,PhiFitness,Fitness App,Alteryx,Business Intelligence and Analytics,True
977,PhiFitness,Fitness App,Google Data Studio,Business Intelligence and Analytics,True
978,PhiFitness,Fitness App,Jira Service Management,Help Desk and Customer Support,True
979,PhiFitness,Fitness App,Power BI,Business Intelligence and Analytics,True
980,PhiFitness,Fitness App,Salesforce Service Cloud,Help Desk and Customer Support,True
981,PhiFitness,Fitness App,Tableau,Business Intelligence and Analytics,True
982,PhiFitness,Fitness App,Tibco Spotfire,Business Intelligence and Analytics,True
983,PhiPhotography,Photography App Subscription,Alteryx,Business Intelligence and Analytics,True
984,PhiPhotography,Photography App Subscription,Freshdesk,Help Desk and Customer Support,True
985,PhiPhotography,Photography App Subscription,Google Data Studio,Business Intelligence and Analytics,True
986,PhiPhotography,Photography App Subscription,Jira Service Management,Help Desk and Customer Support,True
987,PhiPhotography,Photography App Subscription,QlikView,Business Intelligence and Analytics,True
988,PhiPhotography,Photography App Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
989,PhiPhotography,Photography App Subscription,Tableau,Business Intelligence and Analytics,True
990,PhiPhotography,Photography App Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
991,PicoPets,Pet Toy Subscription,Alteryx,Business Intelligence and Analytics,True
992,PicoPets,Pet Toy Subscription,Freshdesk,Help Desk and Customer Support,True
993,PicoPets,Pet Toy Subscription,Google Data Studio,Business Intelligence and Analytics,True
994,PicoPets,Pet Toy Subscription,HappyFox,Help Desk and Customer Support,True
995,PicoPets,Pet Toy Subscription,Jira Service Management,Help Desk and Customer Support,True
996,PicoPets,Pet Toy Subscription,QlikView,Business Intelligence and Analytics,True
997,PicoPets,Pet Toy Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
998,PicoPets,Pet Toy Subscription,Tableau,Business Intelligence and Analytics,True
999,PicoPets,Pet Toy Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
1000,PioneerPhones,Cell Phone Retailer,Alteryx,Business Intelligence and Analytics,True
1001,PioneerPhones,Cell Phone Retailer,Freshdesk,Help Desk and Customer Support,True
1002,PioneerPhones,Cell Phone Retailer,Google Data Studio,Business Intelligence and Analytics,True
1003,PioneerPhones,Cell Phone Retailer,HappyFox,Help Desk and Customer Support,True
1004,PioneerPhones,Cell Phone Retailer,Intercom,Help Desk and Customer Support,True
1005,PioneerPhones,Cell Phone Retailer,Jira Service Management,Help Desk and Customer Support,True
1006,PioneerPhones,Cell Phone Retailer,Looker,Business Intelligence and Analytics,True
1007,PioneerPhones,Cell Phone Retailer,Power BI,Business Intelligence and Analytics,True
1008,PioneerPhones,Cell Phone Retailer,QlikView,Business Intelligence and Analytics,True
1009,PioneerPhones,Cell Phone Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
1010,PioneerPhones,Cell Phone Retailer,SAP Analytics Cloud,Business Intelligence and Analytics,True
1011,PioneerPhones,Cell Phone Retailer,ServiceNow,Help Desk and Customer Support,True
1012,PioneerPhones,Cell Phone Retailer,Sisense,Business Intelligence and Analytics,True
1013,PioneerPhones,Cell Phone Retailer,Tableau,Business Intelligence and Analytics,True
1014,PioneerPhones,Cell Phone Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
1015,PiPizza,Pizza Subscription,Alteryx,Business Intelligence and Analytics,True
1016,PiPizza,Pizza Subscription,Google Data Studio,Business Intelligence and Analytics,True
1017,PiPizza,Pizza Subscription,Jira Service Management,Help Desk and Customer Support,True
1018,PiPizza,Pizza Subscription,Power BI,Business Intelligence and Analytics,True
